timestamp,raw_audio
Nov 01 10:16:22,-0.38807069219440354
Nov 01 10:16:22,-0.3969072164948454
Nov 01 10:16:22,-0.4057437407952872
Nov 01 10:16:22,-0.4116347569955817
Nov 01 10:16:22,-0.41605301914580267
Nov 01 10:16:22,-0.4175257731958763
Nov 01 10:16:22,-0.4101620029455081
Nov 01 10:16:22,-0.4013254786450663
Nov 01 10:16:22,-0.4027982326951399
Nov 01 10:16:22,-0.3954344624447717
Nov 01 10:16:22,-0.3895434462444772
Nov 01 10:16:22,-0.38217967599410896
Nov 01 10:16:22,-0.3792341678939617
Nov 01 10:16:22,-0.3807069219440353
Nov 01 10:16:22,-0.3792341678939617
Nov 01 10:16:22,-0.3836524300441826
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.38217967599410896
Nov 01 10:16:22,-0.3748159057437408
Nov 01 10:16:22,-0.37187039764359353
Nov 01 10:16:22,-0.36156111929307805
Nov 01 10:16:22,-0.3600883652430044
Nov 01 10:16:22,-0.36450662739322537
Nov 01 10:16:22,-0.37776141384388806
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.3969072164948454
Nov 01 10:16:22,-0.3954344624447717
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.38217967599410896
Nov 01 10:16:22,-0.3910162002945508
Nov 01 10:16:22,-0.3895434462444772
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.38807069219440354
Nov 01 10:16:22,-0.39248895434462444
Nov 01 10:16:22,-0.3954344624447717
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.3792341678939617
Nov 01 10:16:22,-0.37628865979381443
Nov 01 10:16:22,-0.3630338733431517
Nov 01 10:16:22,-0.365979381443299
Nov 01 10:16:22,-0.37334315169366716
Nov 01 10:16:22,-0.36892488954344627
Nov 01 10:16:22,-0.37187039764359353
Nov 01 10:16:22,-0.37334315169366716
Nov 01 10:16:22,-0.3748159057437408
Nov 01 10:16:22,-0.37187039764359353
Nov 01 10:16:22,-0.37628865979381443
Nov 01 10:16:22,-0.37628865979381443
Nov 01 10:16:22,-0.37334315169366716
Nov 01 10:16:22,-0.36745213549337263
Nov 01 10:16:22,-0.3630338733431517
Nov 01 10:16:22,-0.3586156111929308
Nov 01 10:16:22,-0.35419734904270983
Nov 01 10:16:22,-0.34536082474226804
Nov 01 10:16:22,-0.34241531664212077
Nov 01 10:16:22,-0.3379970544918999
Nov 01 10:16:22,-0.33210603829160534
Nov 01 10:16:22,-0.33210603829160534
Nov 01 10:16:22,-0.3394698085419735
Nov 01 10:16:22,-0.3350515463917526
Nov 01 10:16:22,-0.3379970544918999
Nov 01 10:16:22,-0.33652430044182624
Nov 01 10:16:22,-0.329160530191458
Nov 01 10:16:22,-0.3173784977908689
Nov 01 10:16:22,-0.333578792341679
Nov 01 10:16:22,-0.34094256259204714
Nov 01 10:16:22,-0.34683357879234167
Nov 01 10:16:22,-0.35419734904270983
Nov 01 10:16:22,-0.3600883652430044
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.38217967599410896
Nov 01 10:16:22,-0.36892488954344627
Nov 01 10:16:22,-0.37776141384388806
Nov 01 10:16:22,-0.3600883652430044
Nov 01 10:16:22,-0.35714285714285715
Nov 01 10:16:22,-0.35714285714285715
Nov 01 10:16:22,-0.3556701030927835
Nov 01 10:16:22,-0.35419734904270983
Nov 01 10:16:22,-0.3600883652430044
Nov 01 10:16:22,-0.35125184094256257
Nov 01 10:16:22,-0.34241531664212077
Nov 01 10:16:22,-0.33652430044182624
Nov 01 10:16:22,-0.33063328424153166
Nov 01 10:16:22,-0.312960235640648
Nov 01 10:16:22,-0.31443298969072164
Nov 01 10:16:22,-0.3159057437407953
Nov 01 10:16:22,-0.32326951399116344
Nov 01 10:16:22,-0.32326951399116344
Nov 01 10:16:22,-0.32326951399116344
Nov 01 10:16:22,-0.33210603829160534
Nov 01 10:16:22,-0.333578792341679
Nov 01 10:16:22,-0.3350515463917526
Nov 01 10:16:22,-0.35714285714285715
Nov 01 10:16:22,-0.3630338733431517
Nov 01 10:16:22,-0.37187039764359353
Nov 01 10:16:22,-0.3748159057437408
Nov 01 10:16:22,-0.3807069219440353
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.3895434462444772
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.3703976435935199
Nov 01 10:16:22,-0.3703976435935199
Nov 01 10:16:22,-0.3630338733431517
Nov 01 10:16:22,-0.3527245949926362
Nov 01 10:16:22,-0.3394698085419735
Nov 01 10:16:22,-0.333578792341679
Nov 01 10:16:22,-0.3350515463917526
Nov 01 10:16:22,-0.329160530191458
Nov 01 10:16:22,-0.3276877761413844
Nov 01 10:16:22,-0.32326951399116344
Nov 01 10:16:22,-0.3276877761413844
Nov 01 10:16:22,-0.3276877761413844
Nov 01 10:16:22,-0.3247422680412371
Nov 01 10:16:22,-0.3276877761413844
Nov 01 10:16:22,-0.3350515463917526
Nov 01 10:16:22,-0.3394698085419735
Nov 01 10:16:22,-0.3438880706921944
Nov 01 10:16:22,-0.36892488954344627
Nov 01 10:16:22,-0.37628865979381443
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.3851251840942563
Nov 01 10:16:22,-0.3807069219440353
Nov 01 10:16:22,-0.3865979381443299
Nov 01 10:16:22,-0.3807069219440353
